datetime,row,e_invoice_number,sales_date,quantity_sold_mt,registration_type,entity_name,seller_gst,buyer_gst,epr_invoice_number,status,message
2026-05-27T07:21:47.113Z,199,25015373,2025-04-17,15,Unregistered,ANAND TWINES MANUFACTURING PRIVATE LIMITED,03AAICM5508J1ZI,09AAMCA0123H1ZY,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredQuantity Sold(MT)15Name of the EntityANAND TWINES MANUFACTURING PRIVATE LIMITEDAddressNOIDAStateUTTAR PRADESHDistrictGautam Buddha NagarGST No. of Seller03AAICM5508J1ZIGST No. of Buyer09AAMCA0123H1ZYhsnCode39021000invno25015373Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)1222500GST Amount(₹)220050Sales date2025-04-17CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:21:53.253Z,200,25015390,2025-04-18,10,Unregistered,SHAKTI POLYMERS,03AAICM5508J1ZI,07AAGPJ3138C1Z5,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredQuantity Sold(MT)10Name of the EntitySHAKTI POLYMERSAddressNEW DELHIStateDELHIDistrictNew DelhiGST No. of Seller03AAICM5508J1ZIGST No. of Buyer07AAGPJ3138C1Z5hsnCode39021000invno25015390Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)840000GST Amount(₹)151200Sales date2025-04-18CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:21:59.375Z,201,25015392,2025-04-18,10,Unregistered,PEECO POLYTECH PRIVATE LIMITED,03AAICM5508J1ZI,06AAECP9388H2ZV,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredQuantity Sold(MT)10Name of the EntityPEECO POLYTECH PRIVATE LIMITEDAddressSONIPATStateHARYANADistrictSonipatGST No. of Seller03AAICM5508J1ZIGST No. of Buyer06AAECP9388H2ZVhsnCode39021000invno25015392Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)820000GST Amount(₹)147600Sales date2025-04-18CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:22:05.545Z,203,25015422,2025-04-19,9,Unregistered,SHAKTI PLAST CHEM PRIVATE LIMITED,03AAICM5508J1ZI,07ABKCS4860N1ZN,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredQuantity Sold(MT)9Name of the EntitySHAKTI PLAST CHEM PRIVATE LIMITEDAddressNEW DELHIStateDELHIDistrictNew DelhiGST No. of Seller03AAICM5508J1ZIGST No. of Buyer07ABKCS4860N1ZNhsnCode39021000invno25015422Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)674974.5GST Amount(₹)121495.41Sales date2025-04-19CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:22:11.455Z,207,25015498,2025-04-22,10,Unregistered,SHAKTI PLAST CHEM PRIVATE LIMITED,03AAICM5508J1ZI,07ABKCS4860N1ZN,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredStateDELHIDistrictNew DelhiQuantity Sold(MT)10Name of the EntitySHAKTI PLAST CHEM PRIVATE LIMITEDAddressNEW DELHIGST No. of Seller03AAICM5508J1ZIGST No. of Buyer07ABKCS4860N1ZNhsnCode39021000invno25015498Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)779230GST Amount(₹)140261.4Sales date2025-04-22CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:22:17.544Z,211,25015543,2025-04-23,15,Unregistered,ANAND TWINES MANUFACTURING PRIVATE LIMITED,03AAICM5508J1ZI,09AAMCA0123H1ZY,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredQuantity Sold(MT)15Name of the EntityANAND TWINES MANUFACTURING PRIVATE LIMITEDAddressNOIDAStateUTTAR PRADESHDistrictGautam Buddha NagarGST No. of Seller03AAICM5508J1ZIGST No. of Buyer09AAMCA0123H1ZYhsnCode39021000invno25015543Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)1323750GST Amount(₹)238275Sales date2025-04-23CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:22:23.714Z,212,25015544,2025-04-23,10,Unregistered,PEECO POLYTECH PRIVATE LIMITED,03AAICM5508J1ZI,06AAECP9388H2ZV,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredQuantity Sold(MT)10Name of the EntityPEECO POLYTECH PRIVATE LIMITEDAddressSONIPATStateHARYANADistrictSonipatGST No. of Seller03AAICM5508J1ZIGST No. of Buyer06AAECP9388H2ZVhsnCode39021000invno25015544Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)820000GST Amount(₹)147600Sales date2025-04-23CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:22:29.626Z,213,25015545,2025-04-23,10,Unregistered,SHAKTI PLAST CHEM PRIVATE LIMITED,03AAICM5508J1ZI,07ABKCS4860N1ZN,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredQuantity Sold(MT)10Name of the EntitySHAKTI PLAST CHEM PRIVATE LIMITEDAddressNEW DELHIStateDELHIDistrictNew DelhiGST No. of Seller03AAICM5508J1ZIGST No. of Buyer07ABKCS4860N1ZNhsnCode39021000invno25015545Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)783700GST Amount(₹)141066Sales date2025-04-23CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:22:35.458Z,217,25015590,2025-04-24,10,Unregistered,SHAKTI PLAST CHEM PRIVATE LIMITED,03AAICM5508J1ZI,07ABKCS4860N1ZN,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredStateDELHIDistrictNew DelhiQuantity Sold(MT)10Name of the EntitySHAKTI PLAST CHEM PRIVATE LIMITEDAddressNEW DELHIGST No. of Seller03AAICM5508J1ZIGST No. of Buyer07ABKCS4860N1ZNhsnCode39021000invno25015590Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)781630GST Amount(₹)140693.4Sales date2025-04-24CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:22:41.376Z,220,25015628,2025-04-25,10,Unregistered,SHAKTI PLAST CHEM PRIVATE LIMITED,03AAICM5508J1ZI,07ABKCS4860N1ZN,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredStateDELHIDistrictNew DelhiQuantity Sold(MT)10Name of the EntitySHAKTI PLAST CHEM PRIVATE LIMITEDAddressNEW DELHIGST No. of Seller03AAICM5508J1ZIGST No. of Buyer07ABKCS4860N1ZNhsnCode39021000invno25015628Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)783685.5GST Amount(₹)141063.39Sales date2025-04-25CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:22:47.295Z,224,25015774,2025-04-29,10,Unregistered,SHAKTI PLAST CHEM PRIVATE LIMITED,03AAICM5508J1ZI,07ABKCS4860N1ZN,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredStateDELHIDistrictNew DelhiQuantity Sold(MT)10Name of the EntitySHAKTI PLAST CHEM PRIVATE LIMITEDAddressNEW DELHIGST No. of Seller03AAICM5508J1ZIGST No. of Buyer07ABKCS4860N1ZNhsnCode39021000invno25015774Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)800980GST Amount(₹)144176.4Sales date2025-04-29CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:22:53.177Z,227,25015816,2025-04-30,10,Unregistered,SHAKTI PLAST CHEM PRIVATE LIMITED,03AAICM5508J1ZI,07ABKCS4860N1ZN,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredStateDELHIDistrictNew DelhiQuantity Sold(MT)10Name of the EntitySHAKTI PLAST CHEM PRIVATE LIMITEDAddressNEW DELHIGST No. of Seller03AAICM5508J1ZIGST No. of Buyer07ABKCS4860N1ZNhsnCode39021000invno25015816Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)809334GST Amount(₹)145680.12Sales date2025-04-30CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:22:59.041Z,230,25015825,2025-04-30,9,Unregistered,SHAKTI PLAST CHEM PRIVATE LIMITED,03AAICM5508J1ZI,07ABKCS4860N1ZN,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredStateDELHIDistrictNew DelhiQuantity Sold(MT)9Name of the EntitySHAKTI PLAST CHEM PRIVATE LIMITEDAddressNEW DELHIGST No. of Seller03AAICM5508J1ZIGST No. of Buyer07ABKCS4860N1ZNhsnCode39021000invno25015825Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)721916GST Amount(₹)129944.88Sales date2025-04-30CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:23:05.093Z,235,25015984,2025-05-06,10,Unregistered,PEECO POLYTECH PRIVATE LIMITED,03AAICM5508J1ZI,06AAECP9388H2ZV,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredQuantity Sold(MT)10Name of the EntityPEECO POLYTECH PRIVATE LIMITEDAddressSONIPATStateHARYANADistrictSonipatGST No. of Seller03AAICM5508J1ZIGST No. of Buyer06AAECP9388H2ZVhsnCode39021000invno25015984Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)810000GST Amount(₹)145800Sales date2025-05-06CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:23:11.159Z,236,25015993,2025-05-06,10,Unregistered,SHAKTI PLAST CHEM PRIVATE LIMITED,03AAICM5508J1ZI,07ABKCS4860N1ZN,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredQuantity Sold(MT)10Name of the EntitySHAKTI PLAST CHEM PRIVATE LIMITEDAddressNEW DELHIStateDELHIDistrictNew DelhiGST No. of Seller03AAICM5508J1ZIGST No. of Buyer07ABKCS4860N1ZNhsnCode39021000invno25015993Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)807260GST Amount(₹)145306.8Sales date2025-05-06CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:23:17.357Z,239,25015996,2025-05-06,16,Unregistered,ANAND TWINES MANUFACTURING PRIVATE LIMITED,03AAICM5508J1ZI,09AAMCA0123H1ZY,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredQuantity Sold(MT)16Name of the EntityANAND TWINES MANUFACTURING PRIVATE LIMITEDAddressNOIDAStateUTTAR PRADESHDistrictGautam Buddha NagarGST No. of Seller03AAICM5508J1ZIGST No. of Buyer09AAMCA0123H1ZYhsnCode39021000invno25015996Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)1304000GST Amount(₹)234720Sales date2025-05-06CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:23:23.479Z,240,25016050,2025-05-08,9,Unregistered,SHAKTI PLAST CHEM PRIVATE LIMITED,03AAICM5508J1ZI,07ABKCS4860N1ZN,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredQuantity Sold(MT)9Name of the EntitySHAKTI PLAST CHEM PRIVATE LIMITEDAddressNEW DELHIStateDELHIDistrictNew DelhiGST No. of Seller03AAICM5508J1ZIGST No. of Buyer07ABKCS4860N1ZNhsnCode39021000invno25016050Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)674670GST Amount(₹)121440.6Sales date2025-05-08CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:23:29.346Z,244,25016092,2025-05-09,9,Unregistered,SHAKTI PLAST CHEM PRIVATE LIMITED,03AAICM5508J1ZI,07ABKCS4860N1ZN,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredStateDELHIDistrictNew DelhiQuantity Sold(MT)9Name of the EntitySHAKTI PLAST CHEM PRIVATE LIMITEDAddressNEW DELHIGST No. of Seller03AAICM5508J1ZIGST No. of Buyer07ABKCS4860N1ZNhsnCode39021000invno25016092Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)727444.5GST Amount(₹)130940.01Sales date2025-05-09CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:23:35.486Z,247,25016132,2025-05-10,15,Unregistered,SHAKTI POLYMERS,03AAICM5508J1ZI,07AAGPJ3138C1Z5,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredStateDELHIDistrictNew DelhiQuantity Sold(MT)15Name of the EntitySHAKTI POLYMERSAddressNEW DELHIGST No. of Seller03AAICM5508J1ZIGST No. of Buyer07AAGPJ3138C1Z5hsnCode39021000invno25016132Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)1260000GST Amount(₹)226800Sales date2025-05-10CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:23:41.583Z,248,25016133,2025-05-10,15,Unregistered,ANAND TWINES MANUFACTURING PRIVATE LIMITED,03AAICM5508J1ZI,09AAMCA0123H1ZY,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredQuantity Sold(MT)15Name of the EntityANAND TWINES MANUFACTURING PRIVATE LIMITEDAddressNOIDAStateUTTAR PRADESHDistrictGautam Buddha NagarGST No. of Seller03AAICM5508J1ZIGST No. of Buyer09AAMCA0123H1ZYhsnCode39021000invno25016133Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)1323750GST Amount(₹)238275Sales date2025-05-10CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:23:47.484Z,249,25016169,2025-05-12,10,Unregistered,ANAND TWINES MANUFACTURING PRIVATE LIMITED,03AAICM5508J1ZI,09AAMCA0123H1ZY,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredStateUTTAR PRADESHDistrictGautam Buddha NagarQuantity Sold(MT)10Name of the EntityANAND TWINES MANUFACTURING PRIVATE LIMITEDAddressNOIDAGST No. of Seller03AAICM5508J1ZIGST No. of Buyer09AAMCA0123H1ZYhsnCode39021000invno25016169Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)882500GST Amount(₹)158850Sales date2025-05-12CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:23:53.632Z,250,25016170,2025-05-12,15,Unregistered,PEECO POLYTECH PRIVATE LIMITED,03AAICM5508J1ZI,06AAECP9388H2ZV,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredQuantity Sold(MT)15Name of the EntityPEECO POLYTECH PRIVATE LIMITEDAddressSONIPATStateHARYANADistrictSonipatGST No. of Seller03AAICM5508J1ZIGST No. of Buyer06AAECP9388H2ZVhsnCode39021000invno25016170Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)1230000GST Amount(₹)221400Sales date2025-05-12CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:23:59.725Z,253,25016207,2025-05-13,9,Unregistered,SHAKTI PLAST CHEM PRIVATE LIMITED,03AAICM5508J1ZI,07ABKCS4860N1ZN,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredQuantity Sold(MT)9Name of the EntitySHAKTI PLAST CHEM PRIVATE LIMITEDAddressNEW DELHIStateDELHIDistrictNew DelhiGST No. of Seller03AAICM5508J1ZIGST No. of Buyer07ABKCS4860N1ZNhsnCode39021000invno25016207Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)712162.5GST Amount(₹)128189.25Sales date2025-05-13CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:24:05.576Z,256,25016250,2025-05-15,9,Unregistered,SHAKTI PLAST CHEM PRIVATE LIMITED,03AAICM5508J1ZI,07ABKCS4860N1ZN,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredStateDELHIDistrictNew DelhiQuantity Sold(MT)9Name of the EntitySHAKTI PLAST CHEM PRIVATE LIMITEDAddressNEW DELHIGST No. of Seller03AAICM5508J1ZIGST No. of Buyer07ABKCS4860N1ZNhsnCode39021000invno25016250Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)693667.5GST Amount(₹)124860.15Sales date2025-05-15CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:24:11.559Z,257,25016251,2025-05-15,9,Unregistered,SHAKTI PLAST CHEM PRIVATE LIMITED,03AAICM5508J1ZI,07ABKCS4860N1ZN,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredStateDELHIDistrictNew DelhiQuantity Sold(MT)9Name of the EntitySHAKTI PLAST CHEM PRIVATE LIMITEDAddressNEW DELHIGST No. of Seller03AAICM5508J1ZIGST No. of Buyer07ABKCS4860N1ZNhsnCode39021000invno25016251Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)684000GST Amount(₹)123120Sales date2025-05-15CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:24:17.489Z,260,25016298,2025-05-16,9,Unregistered,SHAKTI PLAST CHEM PRIVATE LIMITED,03AAICM5508J1ZI,07ABKCS4860N1ZN,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredStateDELHIDistrictNew DelhiQuantity Sold(MT)9Name of the EntitySHAKTI PLAST CHEM PRIVATE LIMITEDAddressNEW DELHIGST No. of Seller03AAICM5508J1ZIGST No. of Buyer07ABKCS4860N1ZNhsnCode39021000invno25016298Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)687594GST Amount(₹)123766.92Sales date2025-05-16CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:24:23.406Z,263,25016326,2025-05-17,10,Unregistered,SHAKTI PLAST CHEM PRIVATE LIMITED,03AAICM5508J1ZI,07ABKCS4860N1ZN,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredStateDELHIDistrictNew DelhiQuantity Sold(MT)10Name of the EntitySHAKTI PLAST CHEM PRIVATE LIMITEDAddressNEW DELHIGST No. of Seller03AAICM5508J1ZIGST No. of Buyer07ABKCS4860N1ZNhsnCode39021000invno25016326Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)789980GST Amount(₹)142196.4Sales date2025-05-17CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:24:29.597Z,266,25016351,2025-05-18,10,Unregistered,PEECO POLYTECH PRIVATE LIMITED,03AAICM5508J1ZI,06AAECP9388H2ZV,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredQuantity Sold(MT)10Name of the EntityPEECO POLYTECH PRIVATE LIMITEDAddressSONIPATStateHARYANADistrictSonipatGST No. of Seller03AAICM5508J1ZIGST No. of Buyer06AAECP9388H2ZVhsnCode39021000invno25016351Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)800000GST Amount(₹)144000Sales date2025-05-18CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:24:35.522Z,267,25016352,2025-05-18,10,Unregistered,PEECO POLYTECH PRIVATE LIMITED,03AAICM5508J1ZI,06AAECP9388H2ZV,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredStateHARYANADistrictSonipatQuantity Sold(MT)10Name of the EntityPEECO POLYTECH PRIVATE LIMITEDAddressSONIPATGST No. of Seller03AAICM5508J1ZIGST No. of Buyer06AAECP9388H2ZVhsnCode39021000invno25016352Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)800000GST Amount(₹)144000Sales date2025-05-18CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:24:41.628Z,268,25016438,2025-05-21,10,Unregistered,SHAKTI PLAST CHEM PRIVATE LIMITED,03AAICM5508J1ZI,07ABKCS4860N1ZN,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredQuantity Sold(MT)10Name of the EntitySHAKTI PLAST CHEM PRIVATE LIMITEDAddressNEW DELHIStateDELHIDistrictNew DelhiGST No. of Seller03AAICM5508J1ZIGST No. of Buyer07ABKCS4860N1ZNhsnCode39021000invno25016438Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)785120GST Amount(₹)141321.6Sales date2025-05-21CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:24:47.587Z,271,25016470,2025-05-22,9,Unregistered,SHAKTI PLAST CHEM PRIVATE LIMITED,03AAICM5508J1ZI,07ABKCS4860N1ZN,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredStateDELHIDistrictNew DelhiQuantity Sold(MT)9Name of the EntitySHAKTI PLAST CHEM PRIVATE LIMITEDAddressNEW DELHIGST No. of Seller03AAICM5508J1ZIGST No. of Buyer07ABKCS4860N1ZNhsnCode39021000invno25016470Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)730260GST Amount(₹)131446.8Sales date2025-05-22CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:24:53.504Z,274,25016488,2025-05-22,9,Unregistered,SHAKTI PLAST CHEM PRIVATE LIMITED,03AAICM5508J1ZI,07ABKCS4860N1ZN,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredStateDELHIDistrictNew DelhiQuantity Sold(MT)9Name of the EntitySHAKTI PLAST CHEM PRIVATE LIMITEDAddressNEW DELHIGST No. of Seller03AAICM5508J1ZIGST No. of Buyer07ABKCS4860N1ZNhsnCode39021000invno25016488Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)730260GST Amount(₹)131446.8Sales date2025-05-22CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:24:59.427Z,277,25016508,2025-05-23,10,Unregistered,SHAKTI POLYMERS,03AAICM5508J1ZI,07AAGPJ3138C1Z5,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredStateDELHIDistrictNew DelhiQuantity Sold(MT)10Name of the EntitySHAKTI POLYMERSAddressNEW DELHIGST No. of Seller03AAICM5508J1ZIGST No. of Buyer07AAGPJ3138C1Z5hsnCode39021000invno25016508Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)820000GST Amount(₹)147600Sales date2025-05-23CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:25:05.589Z,278,25016509,2025-05-23,15,Unregistered,ANAND TWINES MANUFACTURING PRIVATE LIMITED,03AAICM5508J1ZI,09AAMCA0123H1ZY,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredQuantity Sold(MT)15Name of the EntityANAND TWINES MANUFACTURING PRIVATE LIMITEDAddressNOIDAStateUTTAR PRADESHDistrictGautam Buddha NagarGST No. of Seller03AAICM5508J1ZIGST No. of Buyer09AAMCA0123H1ZYhsnCode39021000invno25016509Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)1293750GST Amount(₹)232875Sales date2025-05-23CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:25:11.744Z,279,25016514,2025-05-23,9,Unregistered,SHAKTI PLAST CHEM PRIVATE LIMITED,03AAICM5508J1ZI,07ABKCS4860N1ZN,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredQuantity Sold(MT)9Name of the EntitySHAKTI PLAST CHEM PRIVATE LIMITEDAddressNEW DELHIStateDELHIDistrictNew DelhiGST No. of Seller03AAICM5508J1ZIGST No. of Buyer07ABKCS4860N1ZNhsnCode39021000invno25016514Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)693160GST Amount(₹)124768.8Sales date2025-05-23CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:25:17.668Z,282,25016535,2025-05-24,10,Unregistered,SHAKTI PLAST CHEM PRIVATE LIMITED,03AAICM5508J1ZI,07ABKCS4860N1ZN,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredStateDELHIDistrictNew DelhiQuantity Sold(MT)10Name of the EntitySHAKTI PLAST CHEM PRIVATE LIMITEDAddressNEW DELHIGST No. of Seller03AAICM5508J1ZIGST No. of Buyer07ABKCS4860N1ZNhsnCode39021000invno25016535Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)811400GST Amount(₹)146052Sales date2025-05-24CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:25:23.725Z,285,25016595,2025-05-27,15,Unregistered,SHAKTI PLAST CHEM PRIVATE LIMITED,03AAICM5508J1ZI,07ABKCS4860N1ZN,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredStateDELHIDistrictNew DelhiQuantity Sold(MT)15Name of the EntitySHAKTI PLAST CHEM PRIVATE LIMITEDAddressNEW DELHIGST No. of Seller03AAICM5508J1ZIGST No. of Buyer07ABKCS4860N1ZNhsnCode39021000invno25016595Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)1217100GST Amount(₹)219078Sales date2025-05-27CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:25:29.701Z,288,25016622,2025-05-28,10,Unregistered,SHAKTI PLAST CHEM PRIVATE LIMITED,03AAICM5508J1ZI,07ABKCS4860N1ZN,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredStateDELHIDistrictNew DelhiQuantity Sold(MT)10Name of the EntitySHAKTI PLAST CHEM PRIVATE LIMITEDAddressNEW DELHIGST No. of Seller03AAICM5508J1ZIGST No. of Buyer07ABKCS4860N1ZNhsnCode39021000invno25016622Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)775700GST Amount(₹)139626Sales date2025-05-28CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:25:35.596Z,291,25016633,2025-05-28,10,Unregistered,SHAKTI PLAST CHEM PRIVATE LIMITED,03AAICM5508J1ZI,07ABKCS4860N1ZN,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredStateDELHIDistrictNew DelhiQuantity Sold(MT)10Name of the EntitySHAKTI PLAST CHEM PRIVATE LIMITEDAddressNEW DELHIGST No. of Seller03AAICM5508J1ZIGST No. of Buyer07ABKCS4860N1ZNhsnCode39021000invno25016633Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)776620GST Amount(₹)139791.6Sales date2025-05-28CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
